labels,text,lang
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,english
ham,"???????? ???, 'uu ?? ?? ??? ??? ?? ???? ?? ??? ?????? ??? ???? ???' '??? ??, ??? ?? ?????? ??? ??? ?? ???. ?? ???? ??? 5 chucked ?? ???... ???? ?????,",hindi
ham,Kann... ich bin frei...,german
ham,"Wir haben JD für Kundendienst cum Konten Executive an ur mail id geschickt, Für Details kontaktieren Sie uns",german
ham,"Komm zu mir, Sklave. Du machst es wieder... Du gehst in deine Schale und vermeidest mich unbewusst... Du machst mich unglücklich :-(",german
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !,english
ham,?? ?? ?? ???? ????? ?? ?????? ???? ?? ??? ?? ??? ??!,hindi
ham,Zu Hause beim Fernsehen.,german
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",english
ham,Yeah that'd pretty much be the best case scenario,english
ham,"??? ?????? ???? ?? ?? ??? ?? ????? ?? ??? ??, ?? ??? ??? ?????? ?????? ???? ??????? ???????? ?? ?????? ???? ?? ?? ?? ???? ??? ?? ???? ??",hindi
ham,ZURÜCK ZU TAMPA FFFFUUUUUUU,german
ham,Raji..pls me font une faveur. Pls transmettre mes vœux d'anniversaire à Nimya. Pls. Aujourd'hui est son anniversaire.,french
ham,Mon code de tri est et acc non est. La banque est natwest. Pouvez-vous répondre pour confirmer que j'ai envoyé ceci à la bonne personne!,french
ham,"?? ???? - ????? ?????? ?? ????? ????? ???? ba'd ??? ?? ??. ???? ????? ???? ????? ??. ???? ????-???? ?? ?? ???? ?????? ?? ??? ?? ????. ??? ??? ???? ?? ??? ??? ???. ??? ??? ???? ?? ??? ??? ??? ??. ??? ??? ???? ???? ??. ?? ??? ??? ??? ???? ??? ??? ??? ??? ??,'???' ??? ??? ??? ???. '?? '??, '???'sa ???' ?? ??? ????? ???. '??? ??? ???? ???? ?? ??? ???? ?? ??? ??????. '??? ?? ??? ?? ??? ???? ??? ??? ??, ???? ????-???? ?? ???. '??? ?? ??? ?? ??? ??? ???? ??? ??? ??, ?? ??? ???? ??? ??? ??, ???? ??????? ?? ??? ??? ???? ??? ??? ??. '??? ?? ??? ?? ??? ??? ???? ??? ??? ??. '??? ?? ??? ?? ??? ??? ??? ??? ??. '??? ?? ??? ?? ??? ??? ?? ??? ?? ??? ??? ???? ??? ??? ??. '??? ?? ??? ?? ??? ??? ???? ??? ??? ??. '",hindi
ham,Wat r u doing?,english
ham,Funktioniert nicht nach &lt;#&gt; oder was,german
ham,Haha... ils ne peuvent pas quoi... au plus tmr confisquer... haha alors comment?,french
ham,Si vous riez vraiment fort.. Si vous parlez spontanément.. Si vous ne vous souciez pas de ce que les autres ressentent.. U sont probablement avec votre cher &amp; meilleurs amis.. GOODEVENING Chère..:),french
ham,Wat rend certaines personnes plus chères n'est pas seulement de bonheur dat u feel quand vous les rencontrez mais de douleur u feel quand vous manquez de dem!!!,french
ham,"Ich werde wahrscheinlich bis morgen (oder sogar später heute Abend, wenn etwas los ist)",german
ham,Yay can't wait to party together!,english
ham,"Kann ich bitte jetzt kommen IMIN TOWN.DONTMDATTER, wenn URGONIN OutL8R, JUST REALLYNEED 2DOCD.PLACE DONTPLEASE DONTIGNORE MYCALLS, U KEINE THECD ISV.WICHTIGE TOME 4 2MORO",german
ham,"Ich bin es leid, diese Woche für Woche mit dir zu streiten.",german
ham,Why i come in between you people,english
ham,"- Ja, aber ich weiß nicht, was ich tun soll, aber ich weiß nicht, was ich tun soll.",german
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",english
ham,"Pas encore chikku..k, puis wat abt ce gars a arrêté d'irriter ou msging à u..",french
ham,"Argh meine 3g ist spotty, sowieso das einzige, was ich erinnere mich an die Forschung, die wir taten, war, dass Provinz und Sterling waren die einzigen problemlosen Orte, die wir sahen",german
ham,She's borderline but yeah whatever.,english
ham,"Und haben Sie jemanden, der mir beibringen kann, wie man Autos verschifft.",german
ham,"Mark braucht ewig, um mein Rezept abzuholen, und der Schmerz kommt zurück.",german
ham,Vous envoyer des salutations de joie et de bonheur.,french
ham,??? ?? ???????? ??? ??!,hindi
spam,Email AlertFrom: Jeri StewartGröße: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,german
ham,Yes its possible but dint try. Pls dont tell to any one k,english
spam,SMS AUCTION Vous avez gagné un Nokia 7250i. C'est ce que vous obtenez lorsque vous gagnez notre vente aux enchères GRATUITE. Pour participer envoyez Nokia à 86021 maintenant. HG/Suite342/2Lands Row/W1JHL 16+,french
ham,Hi verpasste Ihren Anruf und meine Mutter hat Rotwein überallhin geworfen!Was ist Ihre Adresse?,german
ham,"Wenn wir gewinnen, bekomme ich &lt;#&gt; % u get &lt;#&gt; %. Deal?",german
ham,530 ??? ?? ???? ?? ??? ????,hindi
ham,"Es funktioniert immer noch nicht. Und dieses Mal habe ich auch versucht, Nullen hinzuzufügen. Das waren die Einsparungen. Die Überprüfung ist &lt;#&gt;",german
ham,Rechts. 11.48 ist es dann. Nun Arent wir alle hell und früh heute Morgen.,german
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,english
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",english
ham,Salut bébé ive vient de revenir du travail et je voulais voir u toute la journée! J'espère que je n'ai pas pissé u sur le téléphone aujourd'hui. Si vous êtes en train de me donner un appel xxx,french
spam,Kamera - Sie erhalten eine SiPix Digitalkamera! Telefon 09061221066 ausm Festnetz. Lieferung innerhalb von 28 Tagen.,german
ham,"Erzählen Sie Ihren Freunden, was Sie am Valentinstag tun möchten @ &lt;URL&gt;",german
spam,Wkyquky Q! ?? ????? ????? ?????? ?????? ???? ??? ??? ?? ???? ?? ??? ?? ?? ??? ?? ??? ?? ??? ??? ???? ??? ??? sp77.50 ?????:,hindi
ham,"Oui, je viens à Nyc pour des auditions et j'essaie de déménager.",french
ham,Hey Mr quel est le nom de ce projet de loi livre Brian celui sur la langue et les mots,french
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,english
ham,J'ai dû aller à la banque pour autoriser le paiement.,french
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!,english
ham,R ü comin retour pour le dîner?,french
spam,"3 ?????? ?? ??? ???? ????? ?? ???? ??? ??? ?????! ?????? ?? ??? 3 ????? ???, ????? 8555 ?? ???.",hindi
ham,Cos i want it to be your thing,english
ham,Je serai au bureau vers 16 h. Maintenant je vais à l'hôpital.,french
ham,"???? ????, ???? ??? ????? ?? ??? ?? ??? ??",hindi
ham,Wie viele Seiten haben wir?,german
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,english
ham,??? ?? r@ option: 5 ???? ?? ???? ? ???? ???,hindi
ham,Die Reinheit der Freundschaft zwischen zwei ist nicht über das Lächeln nach dem Lesen der weitergeleiteten Nachricht..It über das Lächeln nur durch das Sehen des Namens. Gud evng,german
ham,[ ??? 25 ?? ?????],hindi
ham,Glad to see your reply.,english
ham,"I'm outside islands, head towards hard rock and you'll run into me",english
spam,RECPT 1/3. Vous avez commandé une sonnerie. Votre commande est en cours de traitement...,french
ham,Ils ont lâché des chemises vday et quand u l'a mis sur elle rend votre moitié nu en bas au lieu de ces sous-vêtements blancs.,french
ham,Tu peux ouvrir la porte?,french
spam,"Tdddseter@mc1.ko.ke (??????? ???) ????? ?????, ?? ?? ????? ????? ?? ?????? ?? ??? - ???? ?????????? ?? ???.",hindi
ham,"Ok, mais pas trop tôt, j'ai encore une réunion de projet.",french
spam,URGENT! Sie haben eine 1 Woche kostenlose Mitgliedschaft in unserem $100.000 Prize Jackpot gewonnen! Txt das Wort: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18,german
ham,"Ok, ich bin jetzt in der Stadt Lei.",german
ham,Können Sie mir eine Kopie des Berichts schicken?,german
ham,?? ?? ?? ??? ?? ??? ????? ??? ?? ??? ?? ??? ?? ?? ???? ???.,hindi
ham,"Jarlor, regnet weiter und hört nicht auf... oder wollt ihr woanders hin?",german
spam,"?? ??? ??????? ???? ??????, ????? ?? ?? ??. ?? ?????????? ??. ???? ??? ?? ?? ?? ?? ?? ?????? ??? ?????? ????? ????? ?? ??? ?? ???? ?? ?? ???? ?????. O2FWD ?? ???? 18/6/xxxx.",hindi
ham,"????? ??: ?? ??????? ?? ?? ??????? ?? ??? ???? ?? ???, ?? uue ??? ?? ?? ?? ?? ??? udrst ????? ??? ?? ????? (Ape) ?? ??? ???? ?????? ?? ???? ?? ???? ??? ????? ???:",hindi
ham,Dites-leur qu'il n'est pas nécessaire d'enquêter sur moi n'importe où.,french
ham,Ladak ???? ????? ????? ??? ????? ?? ???? ???? ?? ??? ?? ?????,hindi
ham,7 ???? ?????? ??? ???????,hindi
spam,"Double Mins & 1000 txts sur les tarifs orange. Derniers Motorola, SonyEricsson & Nokia avec Bluetooth GRATUIT! Appelez MobileUpd8 au 08000839402 ou call2optout/HF8",french
ham,I'm fine. Hope you are good. Do take care.,english
ham,R u gehen 4 heute Sitzung?,german
spam,Veuillez appeler Amanda pour le renouvellement ou la mise à niveau de votre combiné T-Mobile actuel gratuitement. L'offre prend fin aujourd'hui. Tel 0845 021 3680 soumis à T's et C's,french
ham,Mystère résolu! Il vient d'ouvrir mon email et il m'a envoyé un autre lot!,french
ham,BABELCKECKRICKENTI MERANANEYEYEANANENT X,hindi
ham,"????? ???: ""?? ????? ????? ???, ????? ??? ????? ???? ?? ????? ?? ???.",hindi
ham,Yo we are watching a movie on netflix,english
ham,"Die Mädchen im Büro fragen sich vielleicht, warum du lächelst, aber wund...",german
ham,"Hai priya, tu as raison, ce que le docteur a dit à papa, où es-tu?",french
ham,Those were my exact intentions,english
ham,HIYA STU WOT U U UP 2.IM dans tellement de TRUBLE à la maison à MOMENT EVONE me hait même U! WOT LE SELL AV que j'ai fait maintenant? Vous voulez juste me dire TEXTE BCK PLEase LUV DAN,french
spam,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),english
spam,Félicitations! Nokia 3650 vidéo camera phone is your Call 09066382422 Coût des appels 150ppm Ave call 3mins varie de mobiles 16+ Fermer 300603 post BCM4284 Ldn WC1N3XX,french
ham,???? ?? owo ???. ??? ???? ?? ??? ?? ???? ?? ???? ????? ??? ???? ?? ???? ??? ?? ????? ??? ?? ?? ???? ?? ???? ????? ???,hindi
ham,"De toute façon, je vais faire mes courses tout seul, parce que ma sœur n'a pas encore fini.",french
ham,Toujours une citation verte jamais racontée par Jerry dans le dessin animé "Une personne qui irrite u Est toujours celui qui aime u Vry Much But Fails to Express It...!.!! :-) :-) gud nyt,french
ham,"Ok, je quitte ma maison.",french
ham,Otherwise had part time job na-tuition..,english
ham,"Désolé, je t'appelle plus tard.",french
ham,Clt;#gt; ?? ????,hindi
ham,?? "????? ??????? ??? ??." ??? ?? ??? ???? ??? ??????? ?????? ?? ?? ???????? ???????? ?? ??? ????? ????? ???? ???? ????...,hindi
ham,Je le souhaite! Je ne pense pas qu'il va neiger autant. Mais ce sera plus que ces ruisseaux que nous obtenons habituellement que fondre avant qu'ils frappent le sol. Eek! Nous n'avons pas eu de neige depuis &lt;#&gt; avant même que je suis né!,french
ham,"Hmm ok, je vais rester une heure parce que mon œil est vraiment douloureux!",french
ham,??? ???? ?? ???? ??? ???? ?????????? ???? ??? ???? ?? ??? ??? ?????,hindi
spam,???? 1804C www.jw.org.org ?? 24040405020.,hindi
ham,"Eh u erinnern, wie 2 seinen Namen buchstabieren... Ja, ich habe. Er v freche machen, bis ich v nass.",german
ham,A partir d'ici après La prime de performance est calculée tous les deux mois.pas pour la période d'un mois courant..,french
ham,Je l'ai tellement drôle...,french
ham,"Ich bin jetzt in der Stadt, also nehme ich ihn später runter.",german
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,english
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,english
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,english
ham,Wenn Sie waren / sind frei kann ich geben. Ansonsten nalla adi entey nattil kittum,german
ham,Axx ????? ???? ??????? ???? ?? ?? ???? ?? ??? ??.,hindi
ham,Yay! You better not have told that to 5 other girls either.,english
ham,??...,hindi
spam,"Bears Pic Nick, et Tom, Pete et... Dick. En fait, tous les types d'essayer le chat gay avec le téléchargement de photo appeler 0871873066 (10p/min). 2 arrêts textes téléphone 08712460324",french
ham,"Lol! ????, ???? ???? ??????? ???? ??. ???? ????? ?? ?? ??? ????? ?? ????? ?? ???? ?? ?????????? ???? ???? ??? ??. ???? ??????? ??? ???? ???? uuuue ??????? ?? ??? ??? ?? ???? ?? ????",hindi
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,english
ham,Dinin I ?? uks ?? ????? ?? 420,hindi
ham,Ne faites pas de sms et conduisez pas!,french
ham,Wann denkst du ans Gehen?,german
ham,Its a part of checking IQ,english
ham,Hallo:)cts Mitarbeiter wie geht es Ihnen?,german
ham,"????????, ???? ?????... ??? ?? ???? ?? ??? ???? ?? ?? ????? ????? ?? ???? ?? ??? ?? ???? ??? ????? ???... ??? ???? ????? ???? ????? ??, ??? ??????? ????? *",hindi
ham,I tagged MY friends that you seemed to count as YOUR friends.,english
ham,"C'est pour ça que j'ai besoin de ton aide, d'un ami dans le besoin.",french
ham,Je ne fuis pas frm u... Je marche lentement &amp; il me tue que u ne se soucie pas assez pour m'arrêter...,french
ham,K come to nordstrom when you're done,english
ham,??? ????? ????? ??? ???? ???.,hindi
ham,"??, ???? ???? ???? ?? ??? ??? ??, ???? skz 4 ?? ????? ?? ??? ?? ??? ??... ???, ?? ??? ??? ?? uske eke ??? ????.",hindi
ham,"Treffen Sie im Unternehmen St außerhalb Lücke... Sie können sehen, wie mein Geist funktioniert!",german
ham,"???? ?? ??? ????? ???, ???? ??????? ??? ??? ?? ??? ?? ???? ???",hindi
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,english
ham,"???? ???? ??? ?? ?? ???? ?? ??? ?? ?????...... ??? ??? ?? ???, ??? ???????? ???? ???",hindi
ham,???? ???? ?? ?? ?? ???? ??? ??? ?? ??? ?? ??? ????? ???? ??,hindi
ham,??? ???? ?? ?? ?? ???? ?? ??? ??? ?? ???? ????,hindi
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,english
ham,Qu'est-ce qui se passe avec vous? Avez-vous obtenu un emploi et avez-vous commencé à vous inscrire à la résidence permanente?,french
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",english
ham,C'est un acteur wombarfull,french
ham,"Nicht gedacht, Bout it.....Trinken Sie in Wasserhahn & Spile bei sieben... Ist das Pub auf Gas st off breite St durch Kanal.... Ok?",german
ham,??? ?? ???? ??... Xy ?? ???? ???? ????? ???? ??. Udnne ?? ??? ??. 2 ????? ?? ?? ??? ??? ???? gdad ????.,hindi
ham,"* tiefer Seufzer*... Ich vermisse dich :-(... Ich bin wirklich überrascht, dass du noch nicht ins Netzcafé gegangen bist, um zu mir zu kommen... Vermisst du mich nicht?",german
ham,Serious? What like proper tongued her,english
ham,"Ich weiß nicht, wie stur ich bin. Ich wollte nicht einmal ins Krankenhaus gehen. Ich sagte Mark, dass ich kein schwacher Trottel bin. Krankenhäuser sind für schwache Trottel.",german
ham,"Nein, es ist wahr.k, Do u knw dis no. &lt;#&gt;?",german
ham,"???? ??? ?? ?? ??? ???? ??? ???? ????? ???, ????? ???? ??? ????? ???? ???.",hindi
ham,Jus finit de se baigner...,french
ham,Great to hear you are settling well. So what's happenin wit ola?,english
ham,?? ???: ???? ??. ??.,hindi
ham,"Tut mir leid, dass ich nicht frei bin.",german
ham,Dai ???? ?? ??... ??? ?? ???? ?? ??? ???? ????? ??? ???? ???.,hindi
ham,"Meroo ???? ????? ??? ??? ??, ?????? ????? ????? ?? ???, ?? ???? ??????? ?? ???? ?? ?????????? ???? ???? ?? ???. ??? ??????.",hindi
ham,Je sais que tu t'énerves aujourd'hui.,french
ham,Habe immer noch nicht wie gewohnt gewartet... Wie kommen Sie zurück sch oredi?,german
ham,"Désolé, je ne peux pas t'aider.",french
ham,If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.,english
ham,?? ????? ?? ????? ??? ??? ???? ????? ?? ??? ?? ??? ???,hindi
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,english
ham,Gokila parle avec vous aha:),french
ham,??? ??? ????. ?????.,hindi
spam,"Tik, ????, ????????, ??? ?? ????????? ?? ???? ??? ???. ????????? ?? ???? ?? ?????. 087129 ?? 10p/in ?? ??? ???. 2 ??? 2 ??? ??? 0.84606064 ""?? ??) ???? ???.",hindi
ham,Easy ah?sen got selected means its good..,english
ham,Aiyah ok wat as long as got improve can already wat...,english
ham,"Sorry, I'll call later",english
ham,???? ???? ?? ?? ??. ??.,hindi
spam,449/MRUNCON ????? ??? ?? ??? 449/MENTHENTHENNK 750 ????? ?? ???? 1/2 ?????-?????? ?? ??vid ??? ??? 0.0850505038 ?? ???2/JF/JF/JF,hindi
ham,Sehr geehrter Bus direkt nach Calicut,german
ham,Ich mochte dein neues Haus.,german
spam,"XXXMobileMovieClub: Pour utiliser votre crédit, cliquez sur le lien WAP dans le prochain message txt ou cliquez ici> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",french
